Recording,Participant,Timeline,TOI,Interval,Media,AOI,Chin,Forehead,L_Cheek,L_Ear,L_Eye,Mouth,Nose,R_Cheek,R_Ear,R_Eye,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations,Regression-path_duration,Re-reading_duration
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,325,325,325,325,1,447648,325,R_Eye,,3.09153,325,325,325,325,1,447648,325,3.09153,325,325,325,325,1,447648,325,367,367,367,367,1,447606,367,0,,,0,,,0,447606,447973,148.14,310.85,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1716,215,150,358,8,371007,233,R_Eye,,3.14287,1308,218,150,358,6,373823,250,3.21917,1916,319,150,567,6,371007,233,2166,361,192,608,6,370965,275,0,,,0,,,1,370965,374073,118.03,294.7,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,2691,299,133,583,9,407278,133,R_Eye,,3.21416,2500,312,133,583,8,407278,133,3.21969,2733,342,133,583,8,407278,133,2991,374,150,633,8,407261,150,0,,,0,,,0,407653,407411,271.64,243.13,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1683,210,158,275,8,478969,167,R_Eye,,3.20224,1408,201,158,258,7,478969,167,3.1982,1683,210,158,275,8,478969,167,1916,240,192,275,8,478936,200,0,,,0,,,0,478936,479136,254.8,206.24,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1650,183,83,292,9,290430,108,R_Eye,,3.21608,1650,183,83,292,9,290430,108,3.21608,1700,243,133,408,7,290430,208,1941,277,150,450,7,290397,242,0,,,0,,,2,290397,290639,315.06,241.92,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,767,192,175,208,4,249077,175,R_Eye,,3.08041,375,187,175,200,2,249077,175,3.12616,767,192,175,208,4,249077,175,800,200,183,208,4,249052,200,0,,,0,,,0,249052,249793,232.87,210.64,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1566,196,150,267,8,500292,158,R_Eye,,3.27484,1383,198,150,267,7,500292,158,3.26488,1591,227,158,358,7,500292,158,1883,269,200,425,7,500250,200,0,,,0,,,1,500250,500450,154.57,212.35,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1892,189,117,292,10,342558,175,R_Eye,,3.26581,1758,195,117,292,9,342558,175,3.25543,2083,260,125,433,8,342558,175,2375,297,158,483,8,342533,200,0,,,0,,,1,342533,342733,276.52,287.38,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,2541,212,100,325,12,426176,183,R_Eye,,3.57348,1583,226,175,325,7,426176,183,3.52949,2800,350,100,658,8,426176,183,3066,383,117,692,8,426151,208,0,,,0,,,3,426151,426359,288.27,267.77,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1283,214,150,275,6,553427,258,R_Eye,,3.27389,1283,214,150,275,6,553427,258,3.27389,1283,214,150,275,6,553427,258,1491,249,175,325,6,553394,292,0,,,0,,,0,553394,553686,296.71,258.12,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1356,170,57,292,8,193021,208,R_Eye,,3.23228,1050,210,167,292,5,193021,208,3.20089,1498,214,57,408,7,193021,208,1731,247,73,458,7,192996,233,0,,,0,,,0,192996,194979,325.17,310.75,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1008,202,133,300,5,461621,183,R_Eye,,3.17305,1008,202,133,300,5,461621,183,3.17305,1033,258,133,542,4,461621,183,1167,292,167,575,4,461588,217,0,,,0,,,1,461588,461805,216.1,228.91,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1060,177,27,342,6,268133,150,R_Eye,,3.43158,1033,207,150,342,5,268133,150,3.43078,1060,177,27,342,6,268133,150,1218,203,44,350,6,268100,183,0,,,0,,,0,268100,271766,215.08,223.03,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,975,195,67,367,5,214002,200,R_Eye,,3.27862,975,195,67,367,5,214002,200,3.27862,1000,250,142,458,4,214002,200,1091,273,175,474,4,213977,225,0,,,0,,,1,213977,214202,236.08,226.97,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,750,187,125,267,4,441340,142,R_Eye,,3.16461,625,208,142,267,3,441340,142,3.13421,750,187,125,267,4,441340,142,858,215,150,300,4,441332,150,0,,,0,,,0,442132,441482,273.11,196.52,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,750,187,83,292,4,528380,183,R_Eye,,2.98934,558,186,83,292,3,528380,183,2.97556,767,256,192,292,3,528380,283,842,281,192,333,3,528347,317,0,,,0,,,1,528347,528664,300.7,188.58,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,1616,180,75,250,9,391246,125,R_Eye,,3.36751,1458,182,75,250,8,391246,125,3.35446,1633,204,125,250,8,391246,125,1925,241,158,292,8,391213,158,0,,,0,,,1,392630,392913,242.7,283.38,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Eye,,,,,,,,,,R_Eye,Space,2200,200,75,267,11,311836,75,R_Eye,,3.07268,2200,200,75,267,11,311836,75,3.07268,2216,222,167,267,10,311836,167,2608,261,200,308,10,311803,200,0,,,0,,,1,311803,312003,309.76,199.03,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,Forehead,,Forehead,,,,,,,,,,150,150,150,150,1,3207,150,R_Eye,,3.06791,150,150,150,150,1,3207,150,3.06791,150,150,150,150,1,3207,150,183,183,183,183,1,3173,183,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,L_Eye,,,,,L_Eye,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,Mouth,,,,,,Mouth,,,,,,208,104,92,117,2,2748,117,R_Eye,,3.17527,92,92,92,92,1,3048,92,3.42326,208,104,92,117,2,2748,117,242,121,117,125,2,2748,117,0,,,0,,,0,3015,,104.01,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,Nose,,,,,,,Nose,,,,,149,149,149,149,1,0,149,R_Eye,,3.68015,0,,,,0,,,,149,149,149,149,1,0,149,149,149,149,149,1,0,149,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,R_Cheek,,,,,,,,R_Cheek,,,,117,117,117,117,1,2898,117,R_Eye,,3.46484,0,,,,0,,,,117,117,117,117,1,2898,117,117,117,117,117,1,2898,117,0,,,0,,,0,,3015,,104.01,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,R_Ear,,,,,,,,,R_Ear,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 1,1,Slide 1,R_Eye,,,,,,,,,,R_Eye,,342,171,133,208,2,1240,208,R_Eye,,3.30511,208,208,208,208,1,1240,208,3.31135,342,171,133,208,2,1240,208,392,196,167,225,2,1224,225,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,Forehead,,Forehead,,,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,L_Eye,,,,,L_Eye,,,,,,,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,Mouth,,,,,,Mouth,,,,,,508,169,133,208,3,1404,167,R_Eye,,3.33416,508,169,133,208,3,1404,167,3.33416,558,279,208,350,2,1404,350,600,300,233,367,2,1388,367,0,,,0,,,0,,1754,,319.13,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,Nose,,,,,,,Nose,,,,,358,179,158,200,2,1788,200,R_Eye,,3.45645,358,179,158,200,2,1788,200,3.45645,358,179,158,200,2,1788,200,442,221,208,233,2,1754,233,0,,,0,,,0,1754,1988,319.13,157.93,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,R_Cheek,,,,,,,,R_Cheek,,,,167,167,167,167,1,3538,167,R_Eye,,3.36751,167,167,167,167,1,3538,167,3.36751,167,167,167,167,1,3538,167,217,217,217,217,1,3488,217,0,,,0,,,0,3488,,223.15,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,R_Ear,,,,,,,,,R_Ear,,,158,158,158,158,1,3329,158,R_Eye,,3.38598,158,158,158,158,1,3329,158,3.38598,158,158,158,158,1,3329,158,208,208,208,208,1,3279,208,0,,,0,,,0,3279,3488,292.83,223.15,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 2,1,Slide 2,R_Eye,,,,,,,,,,R_Eye,,525,131,92,158,4,2029,142,R_Eye,,3.3732,300,150,142,158,2,2029,142,3.4184,817,408,133,683,2,2029,683,858,429,133,725,2,1988,725,0,,,0,,,0,1988,,157.93,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 3,1,Slide 3,Chin,Chin,,,,,,,,,,,0,,,,0,,,Forehead,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 3,1,Slide 3,Forehead,,Forehead,,,,,,,,,,358,179,133,225,2,1569,133,Forehead,,2.58141,0,,,,0,,,,417,417,417,417,1,1569,417,425,425,425,425,1,1560,425,0,,,0,,,0,,,,,,,,,,,,,,,,,
POLR1C,POLR1C,Main Trial,Slide 3,1,Slide 3,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,Forehead,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
